gene_id,disease_id,molecule_a,molecule_b,type_a,type_b,host_organism,positive_interaction
876,2,ccl2_human_gene,ZIC3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
877,2,ccl3_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
878,2,ccl3_human_gene,TGIF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
879,2,cl3l1_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
880,2,csf2_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
881,2,csf2_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
882,2,csf2_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
883,2,cxcl17_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
884,2,cxcl17_human_gene,ZIC1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
885,2,cxcl17_human_gene,ZIC3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
886,2,cxcl2_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
887,2,cxcl3_human_gene,KLF15,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
888,2,cxcl3_human_gene,KLF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
889,2,cxcl3_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
890,2,cxcl3_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
891,2,cxcl3_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
892,2,cxcl5_human_gene,SOX14,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
893,2,cxcl5_human_gene,WT1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
894,2,cxcl5_human_gene,ZNF281,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
895,2,cxcl9_human_gene,LCOR,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
896,2,cxcl9_human_gene,NFYC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
897,2,cxcl9_human_gene,RBPJ,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
898,2,cxl10_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
899,2,cxl10_human_gene,SOX14,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
900,2,ifn10_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
901,2,ifn10_human_gene,IRF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
902,2,ifn10_human_gene,LCOR,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
903,2,ifn10_human_gene,POU2F2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
904,2,ifn10_human_gene,POU3F1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
905,2,ifn16_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
906,2,ifn16_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
907,2,ifn16_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
908,2,ifn17_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
909,2,ifn21_human_gene,IRF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
910,2,ifn21_human_gene,POU2F2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
911,2,ifna2_human_gene,SPIB,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
912,2,ifna2_human_gene,SPIC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
913,2,ifna4_human_gene,POU2F2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
914,2,ifna4_human_gene,POU3F1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
915,2,ifna6_human_gene,LCOR,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
916,2,ifna7_human_gene,IRF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
917,2,ifna7_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
918,2,ifna8_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
919,2,ifna8_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
920,2,ifng_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
921,2,ifnl3_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
922,2,ifnl3_human_gene,ZIC3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
923,2,il10_human_gene,MAFB,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
924,2,il10_human_gene,MAFF,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
925,2,il10_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
926,2,il10_human_gene,NRL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
927,2,il10_human_gene,PLAGL1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
928,2,il10_human_gene,PLAGL2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
929,2,il10_human_gene,ZNF710,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
930,2,il12b_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
931,2,il12b_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
932,2,il16_human_gene,MLX,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
933,2,il16_human_gene,TCF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
934,2,il17_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
935,2,il17_human_gene,RORC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
936,2,il17f_human_gene,PPARA,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
937,2,il17f_human_gene,PPARG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
938,2,il17f_human_gene,RORC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
939,2,il18_human_gene,SPIB,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
940,2,il18_human_gene,SPIC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
941,2,il1ra_human_gene,KLF12,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
942,2,il1ra_human_gene,SP4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
943,2,il1ra_human_gene,WT1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
944,2,il20_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
945,2,il20_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
946,2,il22_human_gene,MAFF,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
947,2,il22_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
948,2,il22_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
949,2,il25_human_gene,LCOR,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
950,2,il25_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
951,2,il25_human_gene,POU2F2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
952,2,il25_human_gene,PPARG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
953,2,il25_human_gene,RORC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
954,2,il26_human_gene,RORC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
955,2,il31_human_gene,KLF12,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
956,2,il31_human_gene,KLF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
957,2,il31_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
958,2,il32_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
959,2,il32_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
960,2,il32_human_gene,KLF12,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
961,2,il32_human_gene,KLF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
962,2,il32_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
963,2,il32_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
964,2,il32_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
965,2,il32_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
966,2,il32_human_gene,ZBTB7A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
967,2,il32_human_gene,ZBTB7B,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
968,2,il36b_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
969,2,il3_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
970,2,il3_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
971,2,il7_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
972,2,il7_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
973,2,il8_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
974,2,il8_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
975,2,il8_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
976,2,kitlg_human_gene,KLF3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
977,2,kitlg_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
978,2,kitlg_human_gene,TFAP2C,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
979,2,tn13b_human_gene,IRF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
980,2,tnf10_human_gene,IRF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
981,2,tnf10_human_gene,KLF15,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
982,2,tnf10_human_gene,KLF7,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
983,2,tnf18_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
984,2,tnfsf8_human_gene,KLF10,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
985,2,erbb2_human_gene-1,Hsp83,gene,protein,Drosophila melanogaster Schneider 2 late embryo cell,1
986,2,NKX2-1,srbp2_human_gene,protein,gene,Homo sapiens NCI-H441 distal lung epithelial cell,1
987,2,NKX2-1,tm245_human_gene,protein,gene,Homo sapiens NCI-H441 distal lung epithelial cell,1
988,2,mir-122_human_gene,HNF4A,gene,protein,Homo sapiens Huh7 hepatoma cell,1
989,2,mir-122_human_gene,POLR2A,gene,protein,Homo sapiens Huh7 hepatoma cell,1
990,2,H1-4,atoh1_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
991,2,H1-4,gli1_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
992,2,H1-4,gli2_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
993,2,H1-4,hes5_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
994,2,abcbb_human_gene,CARM1,gene,protein,Homo sapiens Huh7 hepatoma cell,1
995,2,abcbb_human_gene,NCOA1,gene,protein,Homo sapiens Huh7 hepatoma cell,1
996,2,abcbb_human_gene,NCOA2,gene,protein,Homo sapiens Huh7 hepatoma cell,1
997,2,abcbb_human_gene,NCOR1,gene,protein,Homo sapiens Huh7 hepatoma cell,1
998,2,abcbb_human_gene,NR1H4,gene,protein,Homo sapiens liver,1
999,2,abcbb_human_gene,PPARGC1A,gene,protein,Homo sapiens Huh7 hepatoma cell,1
1000,2,abcbb_human_gene,PPARGC1A,gene,protein,Homo sapiens liver,1
1001,2,acthr_human_gene,ASAH1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1002,2,acthr_human_gene,NR5A1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1003,2,AFF4,myc_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1004,2,APEX1,mdr1_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1005,2,ASF1A,ccna2_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1006,2,ASXL1,clp1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1007,2,ASXL1,mcm2_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1008,2,ASXL1,polr2k_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1009,2,ASXL1,rpl22_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1010,2,ASXL1,taf12_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1011,2,ATF2,pa24a_human_gene,protein,gene,Homo sapiens Type II pulmonary alveolar epithelial cell,1
1012,2,axin2_human_gene,FOXM1,gene,protein,Homo sapiens MD11 glioblastoma cell,1
1013,2,BACH2,il2_human_gene,protein,gene,Homo sapiens umbilical cord blood CD4+ T cell,1
1014,2,bambi_human_gene,HDAC1,gene,protein,Homo sapiens LX-2 hepatic stellate cell,1
1015,2,bambi_human_gene,P19838-PRO_0000030311,gene,protein,Homo sapiens LX-2 hepatic stellate cell,1
1016,2,bax_human_gene,BRD7,gene,protein,Homo sapiens BJ foreskin fibroblast cell,1
1017,2,Bcl6,gli1_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
1018,2,Bcl6,gli2_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
1019,2,BCOR,cdkn1b_human_gene,protein,gene,Homo sapiens B cell,1
1020,2,BCOR,cdkn1b_human_gene,protein,gene,Homo sapines SU-DHL-6 large cell lymphoma cell,1
1021,2,BCOR,gli1_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
1022,2,BCOR,gli2_human_gene,protein,gene,Homo sapiens DAOY cerebellar medulloblastoma cell,1
1023,2,birc3_human_gene,CCDC22,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1024,2,bmi1_human_gene,BCL6,gene,protein,Homo sapiens B cell,1
1025,2,bmi1_human_gene,BCOR,gene,protein,Homo sapiens B cell,1
1026,2,bmpr1b_human_gene,EZH2,gene,protein,Homo sapiens glioblastoma,1
1027,2,BPTF,hoxa9_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1028,2,brca1_human_gene,GABPA,gene,protein,Homo sapiens IOSE ovarian epithelial cell,1
1029,2,brca1_human_gene,JUN,gene,protein,Homo sapiens IOSE ovarian epithelial cell,1
1030,2,BRD1,diexf_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1031,2,BRD1,diexf_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1032,2,BRD1,psb2_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1033,2,BRD1,psb2_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1034,2,BRD1,wdr7_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1035,2,BRD1,wdr7_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1036,2,BRD1,zc3hf_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1037,2,BRD1,zc3hf_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1038,2,BRD1,zn226_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1039,2,BRD1,zn226_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1040,2,BRD4,h1bp3_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1041,2,BRD4,mlf2_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1042,2,BRD7,bbc3_human_gene,protein,gene,Homo sapiens BJ foreskin fibroblast cell,1
1043,2,BRD7,cdkn1a_human_gene,protein,gene,Homo sapiens BJ foreskin fibroblast cell,1
1044,2,BRD7,mdm2_human_gene,protein,gene,Homo sapiens BJ foreskin fibroblast cell,1
1045,2,CBX4,vegfa_human_gene,protein,gene,Homo sapiens SMMC7721 hepatoma cell,1
1046,2,CBX4,vegfa_human_gene,protein,gene,Homo sapiens SMMC7721 hepatoma cell,1
1047,2,CBX4,vegfa_human_gene,protein,gene,Homo sapiens SMMC7721 hepatoma cell,1
1048,2,CBX4,vegfa_human_gene,protein,gene,Homo sapiens SMMC7721 hepatoma cell,1
1049,2,ccna2_human_gene,H4C16,gene,protein,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1050,2,ccna2_human_gene,HDAC1,gene,protein,Homo sapiens T98G caucasian glioblastoma cell,1
1051,2,ccna2_human_gene,RB1,gene,protein,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1052,2,ccna2_human_gene,RB1,gene,protein,Homo sapiens T98G caucasian glioblastoma cell,1
1053,2,ccnd1_human_gene,POLR2A,gene,protein,Homo sapiens colonic cancer tissue,1
1054,2,ccnd1_human_gene,RPRD1B,gene,protein,Homo sapiens colonic cancer tissue,1
1055,2,ccnd2_human_gene,NR4A1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1056,2,ccng2_human_gene,HDAC2,gene,protein,Homo sapiens SK-N-BE(2) neuroblastoma cell,1
1057,2,ccng2_human_gene,MYCN,gene,protein,Homo sapiens SK-N-BE(2) neuroblastoma cell,1
1058,2,ccr4_human_gene,JUND,gene,protein,Homo sapiens adult T-cell lymphoma cell,1
1059,2,cd8b_human_gene,CREM,gene,protein,Homo sapiens CD8+ T lymphocyte,1
1060,2,CDK9,hem0_human_gene,protein,gene,Homo sapiens peripheral blood mononuclear cell,1
1061,2,CDK9,hsp70_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1062,2,CDK9,myc_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1063,2,cdkn1a_human_gene,BRD7,gene,protein,Homo sapiens BJ foreskin fibroblast cell,1
1064,2,cdkn1a_human_gene,FOXO3,gene,protein,Homo sapiens HaCaT keratinocyte cell,1
1065,2,cdkn1a_human_gene,MYC,gene,protein,Homo sapiens HaCaT keratinocyte cell,1
1066,2,cdkn1a_human_gene,SMAD4,gene,protein,Homo sapiens HaCaT keratinocyte cell,1
1067,2,cdkn1b_human_gene,BCL6,gene,protein,Homo sapiens B cell,1
1068,2,cdkn1b_human_gene,BCL6,gene,protein,Homo sapines SU-DHL-6 large cell lymphoma cell,1
1069,2,CEBPA,fto_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1070,2,CEBPB,ccl3_human_gene,protein,gene,Homo sapiens T/C-28a2 chondrocyte cell,1
1071,2,CEBPB,ccl4_human_gene,protein,gene,Homo sapiens T/C-28a2 chondrocyte cell,1
1072,2,CEBPB,cp11a_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1073,2,CEBPB,il12b_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1074,2,CEBPB,il8_human_gene,protein,gene,Homo sapiens Chang liver cell,1
1075,2,CEBPB,il8_human_gene,protein,gene,Homo sapiens Chang liver cell,1
1076,2,CEBPB,il8_human_gene,protein,gene,Homo sapiens conjunctival epithelium,1
1077,2,cflar_human_gene,IRF4,gene,protein,Homo sapiens UTMC2 monoclonal plasma cell,1
1078,2,cflar_human_gene,MYC,gene,protein,Homo sapiens A172 glioblastoma cell,1
1079,2,CHD4,kcd16_mouse_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1080,2,CHD7,gli2_human_gene,protein,gene,Homo sapiens neuronal precursor/neural stem progenitor,1
1081,2,CHD7,jag1_human_gene,protein,gene,Homo sapiens neuronal precursor/neural stem progenitor,1
1082,2,clp1_human_gene,FOXK1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1083,2,COMMD1,birc3_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1084,2,cp11a_human_gene,NR5A1,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1085,2,cp17a_human_gene,H4C16,gene,protein,Homo sapiens H295R adrenocortical cell,1
1086,2,cp17a_human_gene,NCOA1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1087,2,cp17a_human_gene,POLR2A,gene,protein,Homo sapiens H295R adrenocortical cell,1
1088,2,cp2a6_human_gene,H4C16,gene,protein,Homo sapiens hepatocyte,1
1089,2,cp2a6_human_gene,HNF4A,gene,protein,Homo sapiens hepatocyte,1
1090,2,CREB1,vegfa_human_gene,protein,gene,Homo sapiens NCM460 colon mucosal epithelial cell,1
1091,2,CREBBP,vegfa_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1092,2,Crem,fos_human_gene,protein,gene,Homo sapiens T-cell,1
1093,2,CREM,il17_human_gene,protein,gene,Homo sapiens CD4+ T-cell,1
1094,2,CREM,il17f_human_gene,protein,gene,Homo sapiens CD4+ T-cell,1
1095,2,CREM,il17f_human_gene,protein,gene,Homo sapiens T-cell,1
1096,2,crum3_human_gene,FOS,gene,protein,Homo sapiens HMLE mammary epithelial cell,1
1097,2,cxcl2_human_gene,KLF6,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1098,2,dmap1_human_gene,BRD4,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1099,2,DNMT1,bmpr1b_human_gene,protein,gene,Homo sapiens glioblastoma,1
1100,2,DNMT3A,il17_human_gene,protein,gene,Homo sapiens T-cell,1
1101,2,DNMT3A,il2_human_gene,protein,gene,Homo sapiens T-cell,1
1102,2,DPF3,il6_human_gene,protein,gene,Homo sapiens HEK293FT embryonic kidney cell,1
1103,2,DPF3,il6_human_gene,protein,gene,Homo sapiens HEK293FT embryonic kidney cell,1
1104,2,e1a_ade05,ccna2_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1105,2,e1a_ade05,tp73_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1106,2,EED,cdkn1b_human_gene,protein,gene,Homo sapines SU-DHL-6 large cell lymphoma cell,1
1107,2,EP300,sphk1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1108,2,EP300,sphk1_human_gene,protein,gene,Homo sapiens endothelium,1
1109,2,EP300,vegfa_human_gene,protein,gene,Homo sapiens 22rv1 cell,1
1110,2,EZH2,cdkn1b_human_gene,protein,gene,Homo sapines SU-DHL-6 large cell lymphoma cell,1
1111,2,fas_human_gene,BRD7,gene,protein,Homo sapiens BJ foreskin fibroblast cell,1
1112,2,fas_human_gene,PRKDC,gene,protein,Homo sapiens M059JK glioblastoma cell,1
1113,2,fas_human_gene,USF1,gene,protein,Homo sapiens M059JK glioblastoma cell,1
1114,2,fas_human_gene,XRCC5,gene,protein,Homo sapiens M059JK glioblastoma cell,1
1115,2,fkbp5_human_gene,PARP1,gene,protein,Homo sapiens RWPE1 epithelial cell,1
1116,2,fkbp5_human_gene,PRKDC,gene,protein,Homo sapiens RWPE1 epithelial cell,1
1117,2,fkbp5_human_gene,XRCC6,gene,protein,Homo sapiens RWPE1 epithelial cell,1
